# Name; SpTy; SpTyNum; Teff; Mstar_b15+mesa; Mstar_ll; Mstar_ul; Mstar_b98+mesa; Mstar_b98_ll; Mstar_b98_ul; LogLstar_b15+mesa; LogLstar_ll; LogLstar_ul; LogLstar_b98+mesa; LogLstar_b98_ll; LogLstar_b98_ul
HK Tau B;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
UZ Tau Wa;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
GH Tau A;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
Haro 6-28 A;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
MHO 2 AB;M2.5;52.5;3489.109397997584;0.3370216881412584;0.2959744281207178;0.37518607504751167;0.48273768741819073;0.39202530572341043;0.5766404783854757;-0.6633790699176823;-0.7384457574401176;-0.5980552353950175;-0.46026309908455504;-0.583680694012902;-0.35817521777748285
MHO 1;M2.5;52.5;3489.109397997584;0.3370216881412584;0.2959744281207178;0.37518607504751167;0.48273768741819073;0.39202530572341043;0.5766404783854757;-0.6633790699176823;-0.7384457574401176;-0.5980552353950175;-0.46026309908455504;-0.583680694012902;-0.35817521777748285
CX Tau;M2.5;52.5;3489.109397997584;0.3370216881412584;0.2959744281207178;0.37518607504751167;0.48273768741819073;0.39202530572341043;0.5766404783854757;-0.6633790699176823;-0.7384457574401176;-0.5980552353950175;-0.46026309908455504;-0.583680694012902;-0.35817521777748285
GN Tau A;M2.5;52.5;3489.109397997584;0.3370216881412584;0.2959744281207178;0.37518607504751167;0.48273768741819073;0.39202530572341043;0.5766404783854757;-0.6633790699176823;-0.7384457574401176;-0.5980552353950175;-0.46026309908455504;-0.583680694012902;-0.35817521777748285
IRAS 04429+1550;M2.5;52.5;3489.109397997584;0.3370216881412584;0.2959744281207178;0.37518607504751167;0.48273768741819073;0.39202530572341043;0.5766404783854757;-0.6633790699176823;-0.7384457574401176;-0.5980552353950175;-0.46026309908455504;-0.583680694012902;-0.35817521777748285
UY Aur B;M2.5;52.5;3489.109397997584;0.3370216881412584;0.2959744281207178;0.37518607504751167;0.48273768741819073;0.39202530572341043;0.5766404783854757;-0.6633790699176823;-0.7384457574401176;-0.5980552353950175;-0.46026309908455504;-0.583680694012902;-0.35817521777748285
